ID,date,confirmed,deaths,d_confirmed,d_deaths
JP,2021-12-04,1727125,18360,120,0
JP,2021-12-05,1727229,18360,104,0
JP,2021-12-06,1727283,18361,54,1
JP,2021-12-07,1727382,18363,99,2
JP,2021-12-08,1727504,18366,122,3
JP,2021-12-09,1727658,18367,154,1
JP,2021-12-10,1727794,18368,136,1
JP,2021-12-11,1727925,18369,131,1
JP,2021-12-12,1728023,18369,98,0
JP,2021-12-13,1728090,18370,67,1
JP,2021-12-14,1728218,18371,128,1
JP,2021-12-15,1728377,18372,159,1
JP,2021-12-16,1728540,18375,163,3
JP,2021-12-17,1728701,18375,161,0
JP,2021-12-18,1728880,18375,179,0
JP,2021-12-19,1729030,18375,150,0
JP,2021-12-20,1729139,18376,109,1
JP,2021-12-21,1729357,18378,218,2
JP,2021-12-22,1729577,18380,220,2
JP,2021-12-23,1729824,18382,247,2
JP,2021-12-24,1730084,18382,260,0
JP,2021-12-25,1730347,18383,263,1
JP,2021-12-26,1730572,18383,225,0
JP,2021-12-27,1730735,18383,163,0
JP,2021-12-28,1731048,18385,313,2
JP,2021-12-29,1731446,18389,398,4
JP,2021-12-30,1731878,18389,432,0
JP,2021-12-31,1732296,18389,418,0
JP,2022-01-01,1732752,18389,456,0
JP,2022-01-02,1733229,18391,477,2
JP,2022-01-03,1733901,18392,672,1
JP,2022-01-04,1735050,18393,1149,1
JP,2022-01-05,1737540,18394,2490,1
JP,2022-01-06,1741837,18395,4297,1
JP,2022-01-07,1747907,18396,6070,1
JP,2022-01-08,1756209,18398,8302,2
JP,2022-01-09,1764280,18399,8071,1
JP,2022-01-10,1770545,18401,6265,2
JP,2022-01-11,1776780,18403,6235,2
JP,2022-01-12,1789824,18408,13044,5
JP,2022-01-13,1808501,18412,18677,4
JP,2022-01-14,1830381,18423,21880,11
JP,2022-01-15,1856002,18429,25621,6
JP,2022-01-16,1881481,18429,25479,0
JP,2022-01-17,1902304,18433,20823,4
JP,2022-01-18,1934391,18443,32087,10
JP,2022-01-19,1975761,18458,41370,15
JP,2022-01-20,2021758,18467,45997,9
JP,2022-01-21,2071471,18476,49713,9
JP,2022-01-22,2125882,18493,54411,17
JP,2022-01-23,2175719,18507,49837,14
JP,2022-01-24,2220382,18524,44663,17
JP,2022-01-25,2282871,18567,62489,43
JP,2022-01-26,2354358,18601,71487,34
JP,2022-01-27,2433094,18648,78736,47
JP,2022-01-28,2514804,18692,81710,44
JP,2022-01-29,2599599,18734,84795,42
JP,2022-01-30,2677602,18764,78003,30
JP,2022-01-31,2738460,18812,60858,48
JP,2022-02-01,2820053,18882,81593,70
JP,2022-02-02,2914824,18964,94771,82
JP,2022-02-03,3019169,19054,104345,90
JP,2022-02-04,3117346,19157,98177,103
JP,2022-02-05,3219621,19273,102275,116
JP,2022-02-06,3309439,19341,89818,68
JP,2022-02-07,3377378,19454,67939,113
JP,2022-02-08,3478462,19613,101084,159
JP,2022-02-09,3576261,19775,97799,162
JP,2022-02-10,3675865,19939,99604,164
JP,2022-02-11,3774164,20089,98299,150
JP,2022-02-12,3842551,20234,68387,145
JP,2022-02-13,3919931,20371,77380,137
JP,2022-02-14,3979984,20520,60053,149
JP,2022-02-15,4064142,20756,84158,236
JP,2022-02-16,4155027,20986,90885,230
JP,2022-02-17,4250142,21257,95115,271
JP,2022-02-18,4337780,21467,87638,210
JP,2022-02-19,4419254,21685,81474,218
JP,2022-02-20,4490748,21844,71494,159
JP,2022-02-21,4542657,22017,51909,173
JP,2022-02-22,4612104,22339,69447,322
JP,2022-02-23,4692406,22585,80302,246
JP,2022-02-24,4753558,22791,61152,206
JP,2022-02-25,4819151,23069,65593,278
JP,2022-02-26,4891242,23325,72091,256
JP,2022-02-27,4954865,23469,63623,144
JP,2022-02-28,5005881,23667,51016,198
JP,2022-03-01,5071249,23905,65368,238
US,2020-01-22,1,0,0,0
US,2020-01-23,1,0,0,0
US,2020-01-24,2,0,1,0
US,2020-01-25,2,0,0,0
US,2020-01-26,5,0,3,0
US,2020-01-27,5,0,0,0
US,2020-01-28,5,0,0,0
US,2020-01-29,6,0,1,0
US,2020-01-30,6,0,0,0
US,2020-01-31,8,0,2,0
US,2020-02-01,8,0,0,0
US,2020-02-02,8,0,0,0
US,2020-02-03,11,0,3,0
US,2020-02-04,11,0,0,0
US,2020-02-05,11,0,0,0
US,2020-02-06,12,0,1,0
US,2020-02-07,12,0,0,0
US,2020-02-08,12,0,0,0
US,2020-02-09,12,0,0,0
US,2020-02-10,12,0,0,0
US,2020-02-11,13,0,1,0
US,2020-02-12,13,0,0,0
US,2020-02-13,14,0,1,0
US,2020-02-14,14,0,0,0
US,2020-02-15,14,0,0,0
US,2020-02-16,14,0,0,0
US,2020-02-17,14,0,0,0
US,2020-02-18,14,0,0,0
US,2020-02-19,14,0,0,0
US,2020-02-20,14,0,0,0
US,2020-02-21,16,0,2,0
US,2020-02-22,16,0,0,0
US,2020-02-23,16,0,0,0
US,2020-02-24,16,0,0,0
US,2020-02-25,16,0,0,0
US,2020-02-26,16,0,0,0
US,2020-02-27,17,0,1,0
US,2020-02-28,17,0,0,0
US,2020-02-29,25,1,8,1
US,2020-03-01,32,1,7,0
US,2020-03-02,55,6,23,5
US,2020-03-03,74,7,19,1
US,2020-03-04,107,11,33,4
US,2020-03-05,184,12,77,1
US,2020-03-06,237,14,53,2
US,2020-03-07,403,17,166,3
US,2020-03-08,519,21,116,4
US,2020-03-09,594,22,75,1
US,2020-03-10,782,28,188,6
US,2020-03-11,1147,33,365,5
US,2020-03-12,1586,43,439,10
US,2020-03-13,2219,51,633,8
US,2020-03-14,2978,58,759,7
US,2020-03-15,3212,70,234,12
US,2020-03-16,4679,97,1467,27
US,2020-03-17,6512,134,1833,37
US,2020-03-18,9169,194,2657,60
US,2020-03-19,13663,266,4494,72
US,2020-03-20,20030,372,6367,106
US,2020-03-21,26025,475,5995,103
US,2020-03-22,34944,603,8919,128
US,2020-03-23,46096,790,11152,187
US,2020-03-24,56714,1033,10618,243
US,2020-03-25,68841,1366,12127,333
US,2020-03-26,86662,1783,17821,417
US,2020-03-27,105253,2305,18591,522
US,2020-03-28,127417,3018,22164,713
US,2020-03-29,143544,3573,16127,555
US,2020-03-30,165698,4280,22154,707
US,2020-03-31,192079,5359,26381,1079
US,2020-04-01,223542,6635,31463,1276
US,2020-04-02,255631,8146,32089,1511
US,2020-04-03,287835,9566,32204,1420
US,2020-04-04,319726,11172,31891,1606
US,2020-04-05,348968,12790,29242,1618
US,2020-04-06,380697,14523,31729,1733
US,2020-04-07,410762,17099,30065,2576
US,2020-04-08,441840,19250,31078,2151
US,2020-04-09,477451,21463,35611,2213
US,2020-04-10,511790,23649,34339,2186
US,2020-04-11,540663,25790,28873,2141
US,2020-04-12,567114,27679,26451,1889
US,2020-04-13,594156,29657,27042,1978
US,2020-04-14,622506,32132,28350,2475
US,2020-04-15,648136,34719,25630,2587
US,2020-04-16,677805,36908,29669,2189
US,2020-04-17,710599,39007,32794,2099
US,2020-04-18,738160,40951,27561,1944
US,2020-04-19,763801,42934,25641,1983
US,2020-04-20,793827,45179,30026,2245
US,2020-04-21,819754,47662,25927,2483
US,2020-04-22,849139,50119,29385,2457
US,2020-04-23,881516,52543,32377,2424
US,2020-04-24,913458,54712,31942,2169
US,2020-04-25,944523,56444,31065,1732
US,2020-04-26,970663,57850,26140,1406
US,2020-04-27,995292,59330,24629,1480
US,2020-04-28,1019733,61571,24441,2241
US,2020-04-29,1046339,63962,26606,2391
US,2020-04-30,1075402,66154,29063,2192
US,2020-05-01,1110675,68063,35273,1909
US,2020-05-02,1137980,69804,27305,1741
US,2020-05-03,1161863,71007,23883,1203
US,2020-05-04,1185743,72365,23880,1358
US,2020-05-05,1209676,74586,23933,2221
US,2020-05-06,1234155,76905,24479,2319
US,2020-05-07,1261655,78822,27500,1917
US,2020-05-08,1289002,80594,27347,1772
US,2020-05-09,1313552,82058,24550,1464
US,2020-05-10,1332269,83059,18717,1001
US,2020-05-11,1351328,84093,19059,1034
US,2020-05-12,1374559,85684,23231,1591
US,2020-05-13,1394522,87416,19963,1732
US,2020-05-14,1420494,89197,25972,1781
US,2020-05-15,1445375,90862,24881,1665
US,2020-05-16,1469504,92060,24129,1198
US,2020-05-17,1487878,92891,18374,831
US,2020-05-18,1510468,94110,22590,1219
US,2020-05-19,1531019,95555,20551,1445
US,2020-05-20,1553588,97052,22569,1497
US,2020-05-21,1578969,98246,25381,1194
US,2020-05-22,1602883,99450,23914,1204
US,2020-05-23,1623039,100524,20156,1074
US,2020-05-24,1643221,101165,20182,641
US,2020-05-25,1662142,101762,18921,597
US,2020-05-26,1680822,102418,18680,656
US,2020-05-27,1699736,103896,18914,1478
US,2020-05-28,1720804,104985,21068,1089
US,2020-05-29,1746045,106103,25241,1118
US,2020-05-30,1769183,107053,23138,950
US,2020-05-31,1787471,107674,18288,621
US,2020-06-01,1804735,108445,17264,771
US,2020-06-02,1825945,109428,21210,983
US,2020-06-03,1845244,110437,19299,1009
US,2020-06-04,1873295,111443,28051,1006
US,2020-06-05,1899665,112321,26370,878
US,2020-06-06,1920005,112958,20340,637
US,2020-06-07,1937747,113415,17742,457
US,2020-06-08,1954669,113926,16922,511
US,2020-06-09,1974956,114840,20287,914
US,2020-06-10,1996605,115716,21649,876
US,2020-06-11,2018684,116532,22079,816
US,2020-06-12,2044470,117355,25786,823
US,2020-06-13,2068541,118077,24071,722
US,2020-06-14,2087633,118424,19092,347
US,2020-06-15,2108585,118825,20952,401
US,2020-06-16,2133254,119612,24669,787
US,2020-06-17,2160272,120360,27018,748
US,2020-06-18,2188052,121058,27780,698
US,2020-06-19,2219624,121684,31572,626
US,2020-06-20,2251462,122257,31838,573
US,2020-06-21,2277377,122574,25915,317
US,2020-06-22,2306929,122952,29552,378
US,2020-06-23,2345255,123691,38326,739
US,2020-06-24,2381605,124446,36350,755
US,2020-06-25,2420712,124994,39107,548
US,2020-06-26,2470263,125620,49551,626
US,2020-06-27,2511531,126116,41268,496
US,2020-06-28,2553793,126437,42262,321
US,2020-06-29,2595453,126806,41660,369
US,2020-06-30,2644834,127365,49381,559
US,2020-07-01,2694336,128063,49502,698
US,2020-07-02,2748919,128802,54583,739
US,2020-07-03,2800910,129479,51991,677
US,2020-07-04,2846859,129781,45949,302
US,2020-07-05,2900432,130103,53573,322
US,2020-07-06,2943415,130474,42983,371
US,2020-07-07,2999976,131616,56561,1142
US,2020-07-08,3061019,132457,61043,841
US,2020-07-09,3120403,133488,59384,1031
US,2020-07-10,3189184,134304,68781,816
US,2020-07-11,3249920,135058,60736,754
US,2020-07-12,3308741,135531,58821,473
US,2020-07-13,3369741,135966,61000,435
US,2020-07-14,3434802,136862,65061,896
US,2020-07-15,3501136,137827,66334,965
US,2020-07-16,3571488,138788,70352,961
US,2020-07-17,3638142,139703,66654,915
US,2020-07-18,3702858,140585,64716,882
US,2020-07-19,3762022,141061,59164,476
US,2020-07-20,3823143,141590,61121,529
US,2020-07-21,3890313,142686,67170,1096
US,2020-07-22,3958385,143911,68072,1225
US,2020-07-23,4026355,144997,67970,1086
US,2020-07-24,4101767,146091,75412,1094
US,2020-07-25,4164594,147060,62827,969
US,2020-07-26,4221302,147594,56708,534
US,2020-07-27,4281601,148694,60299,1100
US,2020-07-28,4346568,149916,64967,1222
US,2020-07-29,4411309,151356,64741,1440
US,2020-07-30,4479013,152645,67704,1289
US,2020-07-31,4544967,153828,65954,1183
US,2020-08-01,4602692,154947,57725,1119
US,2020-08-02,4650103,155404,47411,457
US,2020-08-03,4690979,155963,40876,559
US,2020-08-04,4752739,157218,61760,1255
US,2020-08-05,4807405,158626,54666,1408
US,2020-08-06,4867038,159807,59633,1181
US,2020-08-07,4928256,161098,61218,1291
US,2020-08-08,4991985,162185,63729,1087
US,2020-08-09,5046784,162757,54799,572
US,2020-08-10,5098696,163274,51912,517
US,2020-08-11,5154940,164371,56244,1097
US,2020-08-12,5210299,165886,55359,1515
US,2020-08-13,5261631,166924,51332,1038
US,2020-08-14,5332364,168233,70733,1309
US,2020-08-15,5384108,169278,51744,1045
US,2020-08-16,5419426,169886,35318,608
US,2020-08-17,5457400,170355,37974,469
US,2020-08-18,5501521,171578,44121,1223
US,2020-08-19,5548013,172865,46492,1287
US,2020-08-20,5592125,173972,44112,1107
US,2020-08-21,5640835,175073,48710,1101
US,2020-08-22,5685450,176052,44615,979
US,2020-08-23,5718421,176547,32971,495
US,2020-08-24,5752257,176989,33836,442
US,2020-08-25,5794041,178223,41784,1234
US,2020-08-26,5836656,179401,42615,1178
US,2020-08-27,5886702,180516,50046,1115
US,2020-08-28,5933625,181457,46923,941
US,2020-08-29,5976819,182440,43194,983
US,2020-08-30,6010429,182889,33610,449
US,2020-08-31,6044292,183383,33863,494
US,2020-09-01,6085900,184444,41608,1061
US,2020-09-02,6126087,185496,40187,1052
US,2020-09-03,6171314,186527,45227,1031
US,2020-09-04,6219579,187506,48265,979
US,2020-09-05,6262484,188326,42905,820
US,2020-09-06,6292673,188766,30189,440
US,2020-09-07,6317536,189086,24863,320
US,2020-09-08,6343946,189554,26410,468
US,2020-09-09,6377211,190659,33265,1105
US,2020-09-10,6416389,191583,39178,924
US,2020-09-11,6461427,192739,45038,1156
US,2020-09-12,6506739,193488,45312,749
US,2020-09-13,6546747,193888,40008,400
US,2020-09-14,6580190,194311,33443,423
US,2020-09-15,6616403,195513,36213,1202
US,2020-09-16,6655372,196468,38969,955
US,2020-09-17,6699814,197334,44442,866
US,2020-09-18,6750986,198294,51172,960
US,2020-09-19,6795605,199005,44619,711
US,2020-09-20,6838335,199275,42730,270
US,2020-09-21,6870637,199688,32302,413
US,2020-09-22,6907804,200723,37167,1035
US,2020-09-23,6949665,201788,41861,1065
US,2020-09-24,6998086,202695,48421,907
US,2020-09-25,7045586,203610,47500,915
US,2020-09-26,7088613,204393,43027,783
US,2020-09-27,7123226,204705,34613,312
US,2020-09-28,7160872,205046,37646,341
US,2020-09-29,7202572,205948,41700,902
US,2020-09-30,7241386,206880,38814,932
US,2020-10-01,7287686,207796,46300,916
US,2020-10-02,7340938,208637,53252,841
US,2020-10-03,7390092,209323,49154,686
US,2020-10-04,7423146,209692,33054,369
US,2020-10-05,7460603,210174,37457,482
US,2020-10-06,7504844,210875,44241,701
US,2020-10-07,7554204,211794,49360,919
US,2020-10-08,7611984,212776,57780,982
US,2020-10-09,7667267,213749,55283,973
US,2020-10-10,7722362,214409,55095,660
US,2020-10-11,7768566,214876,46204,467
US,2020-10-12,7812370,215274,43804,398
US,2020-10-13,7861951,216051,49581,777
US,2020-10-14,7919810,217050,57859,999
US,2020-10-15,7984049,217895,64239,845
US,2020-10-16,8053278,218838,69229,943
US,2020-10-17,8108133,219658,54855,820
US,2020-10-18,8160353,220121,52220,463
US,2020-10-19,8228989,220611,68636,490
US,2020-10-20,8290798,221548,61809,937
US,2020-10-21,8351531,222722,60733,1174
US,2020-10-22,8430026,223579,78495,857
US,2020-10-23,8512576,224529,82550,950
US,2020-10-24,8590037,225492,77461,963
US,2020-10-25,8651755,225950,61718,458
US,2020-10-26,8716728,226472,64973,522
US,2020-10-27,8793494,227483,76766,1011
US,2020-10-28,8879304,228517,85810,1034
US,2020-10-29,8970749,229520,91445,1003
US,2020-10-30,9070720,230584,99971,1064
US,2020-10-31,9159381,231515,88661,931
US,2020-11-01,9235654,232018,76273,503
US,2020-11-02,9318498,232575,82844,557
US,2020-11-03,9442028,234172,123530,1597
US,2020-11-04,9542644,235292,100616,1120
US,2020-11-05,9671019,236457,128375,1165
US,2020-11-06,9795979,237671,124960,1214
US,2020-11-07,9924442,238788,128463,1117
US,2020-11-08,10042342,239351,117900,563
US,2020-11-09,10162905,240110,120563,759
US,2020-11-10,10298179,241526,135274,1416
US,2020-11-11,10444840,242969,146661,1443
US,2020-11-12,10604132,244173,159292,1204
US,2020-11-13,10782248,245373,178116,1200
US,2020-11-14,10947498,246746,165250,1373
US,2020-11-15,11086437,247534,138939,788
US,2020-11-16,11242778,248348,156341,814
US,2020-11-17,11405374,250057,162596,1709
US,2020-11-18,11577576,251999,172202,1942
US,2020-11-19,11769680,254041,192104,2042
US,2020-11-20,11970627,255990,200947,1949
US,2020-11-21,12151786,257628,181159,1638
US,2020-11-22,12297838,258689,146052,1061
US,2020-11-23,12480940,259762,183102,1073
US,2020-11-24,12653574,261898,172634,2136
US,2020-11-25,12833762,264151,180188,2253
US,2020-11-26,12950361,265554,116599,1403
US,2020-11-27,13163949,267106,213588,1552
US,2020-11-28,13334271,268464,170322,1358
US,2020-11-29,13472273,269515,138002,1051
US,2020-11-30,13629643,270827,157370,1312
US,2020-12-01,13825610,273379,195967,2552
US,2020-12-02,14022717,276209,197107,2830
US,2020-12-03,14242291,279178,219574,2969
US,2020-12-04,14476939,281790,234648,2612
US,2020-12-05,14700866,284180,223927,2390
US,2020-12-06,14879149,285583,178283,1403
US,2020-12-07,15075701,287142,196552,1559
US,2020-12-08,15300199,289725,224498,2583
US,2020-12-09,15520812,292906,220613,3181
US,2020-12-10,15754943,295892,234131,2986
US,2020-12-11,15995388,299273,240445,3381
US,2020-12-12,16217826,301806,222438,2533
US,2020-12-13,16409655,303465,191829,1659
US,2020-12-14,16621674,305114,212019,1649
US,2020-12-15,16844857,308101,223183,2987
US,2020-12-16,17081639,311834,236782,3733
US,2020-12-17,17320602,315284,238963,3450
US,2020-12-18,17571084,318226,250482,2942
US,2020-12-19,17769865,320980,198781,2754
US,2020-12-20,17963277,322749,193412,1769
US,2020-12-21,18164176,324546,200899,1797
US,2020-12-22,18367614,327844,203438,3298
US,2020-12-23,18590121,331223,222507,3379
US,2020-12-24,18801631,334145,211510,2922
US,2020-12-25,18922332,335650,120701,1505
US,2020-12-26,19149303,337563,226971,1913
US,2020-12-27,19285070,339001,135767,1438
US,2020-12-28,19458662,340878,173592,1877
US,2020-12-29,19661234,344494,202572,3616
US,2020-12-30,19881129,348427,219895,3933
US,2020-12-31,20193136,351754,312007,3327
US,2021-01-01,20365512,353948,172376,2194
US,2021-01-02,20647879,356547,282367,2599
US,2021-01-03,20851885,357984,204006,1437
US,2021-01-04,21037391,359964,185506,1980
US,2021-01-05,21267192,363568,229801,3604
US,2021-01-06,21527396,367492,260204,3924
US,2021-01-07,21815251,371520,287855,4028
US,2021-01-08,22119738,375709,304487,4189
US,2021-01-09,22383176,378965,263438,3256
US,2021-01-10,22596102,381069,212926,2104
US,2021-01-11,22799721,382906,203619,1837
US,2021-01-12,23020189,387295,220468,4389
US,2021-01-13,23249967,391313,229778,4018
US,2021-01-14,23484402,395105,234435,3792
US,2021-01-15,23732314,398917,247912,3812
US,2021-01-16,23947844,402494,215530,3577
US,2021-01-17,24126371,404485,178527,1991
US,2021-01-18,24267933,406050,141562,1565
US,2021-01-19,24422409,408451,154476,2401
US,2021-01-20,24610938,412893,188529,4442
US,2021-01-21,24802283,417030,191345,4137
US,2021-01-22,24995517,420807,193234,3777
US,2021-01-23,25173351,424363,177834,3556
US,2021-01-24,25314780,426221,141429,1858
US,2021-01-25,25444192,427991,129412,1770
US,2021-01-26,25594038,431973,149846,3982
US,2021-01-27,25750176,436101,156138,4128
US,2021-01-28,25914775,439951,164599,3850
US,2021-01-29,26081768,443550,166993,3599
US,2021-01-30,26231480,446451,149712,2901
US,2021-01-31,26345307,448408,113827,1957
US,2021-02-01,26470189,450185,124882,1777
US,2021-02-02,26588038,453718,117849,3533
US,2021-02-03,26710908,457635,122870,3917
US,2021-02-04,26836212,461519,125304,3884
US,2021-02-05,26967771,465193,131559,3674
US,2021-02-06,27084115,467930,116344,2737
US,2021-02-07,27174591,469407,90476,1477
US,2021-02-08,27257356,470858,82765,1451
US,2021-02-09,27351521,473923,94165,3065
US,2021-02-10,27447508,477330,95987,3407
US,2021-02-11,27553517,480521,106009,3191
US,2021-02-12,27654433,483405,100916,2884
US,2021-02-13,27745350,485701,90917,2296
US,2021-02-14,27813745,486899,68395,1198
US,2021-02-15,27869468,487848,55723,949
US,2021-02-16,27928493,489492,59025,1644
US,2021-02-17,27997165,491938,68672,2446
US,2021-02-18,28069332,494545,72167,2607
US,2021-02-19,28144844,497080,75512,2535
US,2021-02-20,28218623,499013,73779,1933
US,2021-02-21,28274157,500240,55534,1227
US,2021-02-22,28329496,501441,55339,1201
US,2021-02-23,28402730,503717,73234,2276
US,2021-02-24,28477495,506981,74765,3264
US,2021-02-25,28555092,509411,77597,2430
US,2021-02-26,28630981,511566,75889,2155
US,2021-02-27,28702236,513087,71255,1521
US,2021-02-28,28754262,514194,52026,1107
US,2021-03-01,28804789,515513,50527,1319
US,2021-03-02,28862299,517446,57510,1933
US,2021-03-03,28929636,520027,67337,2581
US,2021-03-04,28998519,521979,68883,1952
US,2021-03-05,29066646,523702,68127,1723
US,2021-03-06,29127786,525233,61140,1531
US,2021-03-07,29169928,525944,42142,711
US,2021-03-08,29213301,526649,43373,705
US,2021-03-09,29268786,528433,55485,1784
US,2021-03-10,29326308,530005,57522,1572
US,2021-03-11,29388239,531579,61931,1574
US,2021-03-12,29451302,533010,63063,1431
US,2021-03-13,29506700,534007,55398,997
US,2021-03-14,29545324,534539,38624,532
US,2021-03-15,29598477,535239,53153,700
US,2021-03-16,29651973,536500,53496,1261
US,2021-03-17,29712021,537717,60048,1217
US,2021-03-18,29773662,539365,61641,1648
US,2021-03-19,29835373,540411,61711,1046
US,2021-03-20,29893530,541184,58157,773
US,2021-03-21,29928150,541974,34620,790
US,2021-03-22,29977222,542507,49072,533
US,2021-03-23,30030393,543452,53171,945
US,2021-03-24,30117867,544987,87474,1535
US,2021-03-25,30185884,546345,68017,1358
US,2021-03-26,30262078,547513,76194,1168
US,2021-03-27,30325421,548327,63343,814
US,2021-03-28,30370919,548777,45498,450
US,2021-03-29,30438315,549431,67396,654
US,2021-03-30,30499680,550356,61365,925
US,2021-03-31,30568663,551457,68983,1101
US,2021-04-01,30646086,552580,77423,1123
US,2021-04-02,30719088,553481,73002,901
US,2021-04-03,30783136,554252,64048,771
US,2021-04-04,30820492,554555,37356,303
US,2021-04-05,30889921,555012,69429,457
US,2021-04-06,30952467,555876,62546,864
US,2021-04-07,31028154,558470,75687,2594
US,2021-04-08,31108612,559513,80458,1043
US,2021-04-09,31193057,560423,84445,910
US,2021-04-10,31262884,561147,69827,724
US,2021-04-11,31309669,561432,46785,285
US,2021-04-12,31373286,561884,63617,452
US,2021-04-13,31454510,562761,81224,877
US,2021-04-14,31529534,563697,75024,936
US,2021-04-15,31603657,564602,74123,905
US,2021-04-16,31684335,565463,80678,861
US,2021-04-17,31739204,566172,54869,709
US,2021-04-18,31782481,566501,43277,329
US,2021-04-19,31845373,567005,62892,504
US,2021-04-20,31907509,567852,62136,847
US,2021-04-21,31971756,568741,64247,889
US,2021-04-22,32038657,569686,66901,945
US,2021-04-23,32101848,570448,63191,762
US,2021-04-24,32156139,571212,54291,764
US,2021-04-25,32190280,571506,34141,294
US,2021-04-26,32233412,571979,43132,473
US,2021-04-27,32285764,572655,52352,676
US,2021-04-28,32340909,573650,55145,995
US,2021-04-29,32399772,574543,58863,893
US,2021-04-30,32457773,575351,58001,808
US,2021-05-01,32506036,576096,48263,745
US,2021-05-02,32536104,576417,30068,321
US,2021-05-03,32581978,576890,45874,473
US,2021-05-04,32624543,577802,42565,912
US,2021-05-05,32670321,578615,45778,813
US,2021-05-06,32716920,579442,46599,827
US,2021-05-07,32765098,580266,48178,824
US,2021-05-08,32800253,580901,35155,635
US,2021-05-09,32822744,581140,22491,239
US,2021-05-10,32855935,581539,33191,399
US,2021-05-11,32891139,582239,35204,700
US,2021-05-12,32927060,583037,35921,798
US,2021-05-13,32965947,583827,38887,790
US,2021-05-14,33007994,584459,42047,632
US,2021-05-15,33038391,584988,30397,529
US,2021-05-16,33055822,585252,17431,264
US,2021-05-17,33081643,585646,25821,394
US,2021-05-18,33110429,586426,28786,780
US,2021-05-19,33139930,587110,29501,684
US,2021-05-20,33170029,587794,30099,684
US,2021-05-21,33198719,588429,28690,635
US,2021-05-22,33219664,588913,20945,484
US,2021-05-23,33233194,589103,13530,190
US,2021-05-24,33255450,589541,22256,438
US,2021-05-25,33279976,590189,24526,648
US,2021-05-26,33304497,591166,24521,977
US,2021-05-27,33331333,592521,26836,1355
US,2021-05-28,33353563,593061,22230,540
US,2021-05-29,33366712,593411,13149,350
US,2021-05-30,33373898,593560,7186,149
US,2021-05-31,33379975,593722,6077,162
US,2021-06-01,33400953,594361,20978,639
US,2021-06-02,33417651,594925,16698,564
US,2021-06-03,33436020,595564,18369,639
US,2021-06-04,33453828,596091,17808,527
US,2021-06-05,33469274,596672,15446,581
US,2021-06-06,33475196,596836,5922,164
US,2021-06-07,33489354,597142,14158,306
US,2021-06-08,33502300,597473,12946,331
US,2021-06-09,33520841,597953,18541,480
US,2021-06-10,33535768,598371,14927,418
US,2021-06-11,33560769,598910,25001,539
US,2021-06-12,33569812,599186,9043,276
US,2021-06-13,33574996,599290,5184,104
US,2021-06-14,33586539,599470,11543,180
US,2021-06-15,33597403,599804,10864,334
US,2021-06-16,33609276,600187,11873,383
US,2021-06-17,33620871,600504,11595,317
US,2021-06-18,33642152,601118,21281,614
US,2021-06-19,33651083,601297,8931,179
US,2021-06-20,33655922,601370,4839,73
US,2021-06-21,33666589,601628,10667,258
US,2021-06-22,33677269,601979,10680,351
US,2021-06-23,33689889,602378,12620,399
US,2021-06-24,33704204,602718,14315,340
US,2021-06-25,33728592,603241,24388,523
US,2021-06-26,33737907,603401,9315,160
US,2021-06-27,33742431,603474,4524,73
US,2021-06-28,33756086,603620,13655,146
US,2021-06-29,33763097,603957,7011,337
US,2021-06-30,33778276,604252,15179,295
US,2021-07-01,33793283,604538,15007,286
US,2021-07-02,33822975,604973,29692,435
US,2021-07-03,33828125,605063,5150,90
US,2021-07-04,33832223,605104,4098,41
US,2021-07-05,33840936,605228,8713,124
US,2021-07-06,33863686,605529,22750,301
US,2021-07-07,33883775,605850,20089,321
US,2021-07-08,33904558,606098,20783,248
US,2021-07-09,33952135,606560,47577,462
US,2021-07-10,33961864,606646,9729,86
US,2021-07-11,33973387,606760,11523,114
US,2021-07-12,34003405,606991,30018,231
US,2021-07-13,34029723,607350,26318,359
US,2021-07-14,34060951,607683,31228,333
US,2021-07-15,34092713,608009,31762,326
US,2021-07-16,34170043,608367,77330,358
US,2021-07-17,34183537,608442,13494,75
US,2021-07-18,34204125,608620,20588,178
US,2021-07-19,34253905,608807,49780,187
US,2021-07-20,34293288,609099,39383,292
US,2021-07-21,34340881,609451,47593,352
US,2021-07-22,34397273,609745,56392,294
US,2021-07-23,34518040,610305,120767,560
US,2021-07-24,34545535,610427,27495,122
US,2021-07-25,34572628,610514,27093,87
US,2021-07-26,34653459,610774,80831,260
US,2021-07-27,34718272,611224,64813,450
US,2021-07-28,34791412,611605,73140,381
US,2021-07-29,34864239,611932,72827,327
US,2021-07-30,35054812,612805,190573,873
US,2021-07-31,35096721,612964,41909,159
US,2021-08-01,35139598,613180,42877,216
US,2021-08-02,35251998,613532,112400,352
US,2021-08-03,35348716,614116,96718,584
US,2021-08-04,35451678,614649,102962,533
US,2021-08-05,35560765,615153,109087,504
US,2021-08-06,35812050,616307,251285,1154
US,2021-08-07,35872501,616559,60451,252
US,2021-08-08,35905201,616677,32700,118
US,2021-08-09,36070636,617175,165435,498
US,2021-08-10,36187828,618041,117192,866
US,2021-08-11,36340798,618820,152970,779
US,2021-08-12,36485744,619832,144946,1012
US,2021-08-13,36711689,620888,225945,1056
US,2021-08-14,36779935,621150,68246,262
US,2021-08-15,36823969,621335,44034,185
US,2021-08-16,37027767,622372,203798,1037
US,2021-08-17,37176572,623401,148805,1029
US,2021-08-18,37343138,624576,166566,1175
